age,gender,country,education,job_role,code_time_numeric,has_machine_learning_numeric
25-29,Male,Canada,Master’s degree,Data Engineer,3,1
25-29,Male,United States of America,Master’s degree,Data Scientist,3,0
22-24,Male,Other,No formal education past high school,Not employed,1,1
30-34,Male,Switzerland,Doctoral degree,Data Scientist,3,1
22-24,Male,Bangladesh,Bachelor’s degree,Student,1,1
25-29,Male,Bangladesh,Bachelor’s degree,Software Engineer,3,0
45-49,Male,New Zealand,Professional degree,Data Analyst,4,0
25-29,Female,Turkey,Bachelor’s degree,Software Engineer,2,0
35-39,Male,Israel,Master’s degree,Research Scientist,4,1
22-24,Male,Morocco,Professional degree,Not employed,2,1
30-34,Male,Brazil,Master’s degree,Data Scientist,2,1
70+,Female,Other,Doctoral degree,Research Scientist,6,1
30-34,Male,United States of America,Bachelor’s degree,Other,2,0
35-39,Male,Australia,Master’s degree,Data Analyst,1,1
25-29,Male,Norway,Master’s degree,Data Engineer,4,1
35-39,Male,Israel,Doctoral degree,Data Scientist,2,1
35-39,Male,Ukraine,Master’s degree,Other,3,0
60-69,Male,Sweden,Professional degree,Other,1,0
30-34,Male,Brazil,Master’s degree,Data Scientist,4,1
40-44,Male,United States of America,Master’s degree,Data Scientist,4,1
25-29,Male,France,Master’s degree,Data Scientist,4,1
25-29,Male,Austria,Master’s degree,Business Analyst,3,1
25-29,Male,Brazil,Bachelor’s degree,Data Scientist,3,1
50-54,Male,Israel,Master’s degree,DBA/Database Engineer,4,0
50-54,Male,Portugal,Master’s degree,Data Scientist,4,0
35-39,Female,India,Master’s degree,Business Analyst,3,0
40-44,Male,Other,Professional degree,Product/Project Manager,3,0
25-29,Male,India,Master’s degree,Product/Project Manager,1,1
22-24,Prefer not to say,France,Doctoral degree,Student,4,1
25-29,Male,United States of America,Master’s degree,Data Scientist,3,1
35-39,Male,Netherlands,Master’s degree,Other,3,0
22-24,Female,United States of America,Doctoral degree,Student,2,1
18-21,Male,United States of America,Some college/university study without earning a bachelor’s degree,Research Scientist,2,0
45-49,Male,United States of America,Bachelor’s degree,Software Engineer,4,0
18-21,Female,Morocco,Master’s degree,Student,0,1
35-39,Female,Germany,Master’s degree,Other,1,0
30-34,Female,Greece,Master’s degree,Software Engineer,3,1
30-34,Female,United States of America,Doctoral degree,Data Analyst,3,1
18-21,Male,United States of America,Some college/university study without earning a bachelor’s degree,Student,3,1
25-29,Male,Portugal,Master’s degree,Student,1,1
18-21,Male,India,Bachelor’s degree,Student,2,1
30-34,Male,United States of America,Master’s degree,Data Engineer,3,0
25-29,Female,United States of America,Master’s degree,Data Scientist,3,1
35-39,Male,Spain,Master’s degree,Data Analyst,4,1
30-34,Male,France,Doctoral degree,Research Scientist,3,1
30-34,Male,Spain,Master’s degree,Other,1,0
30-34,Male,Israel,Bachelor’s degree,Data Scientist,3,1
35-39,Male,Brazil,Bachelor’s degree,Data Analyst,1,1
60-69,Male,Russia,Doctoral degree,Research Scientist,6,0
50-54,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,4,1
22-24,Male,Brazil,Bachelor’s degree,Business Analyst,3,0
35-39,Male,Colombia,Doctoral degree,Data Scientist,5,1
30-34,Male,United States of America,Bachelor’s degree,Software Engineer,4,1
45-49,Male,Other,Bachelor’s degree,Business Analyst,1,0
45-49,Male,Japan,Some college/university study without earning a bachelor’s degree,Other,2,0
18-21,Male,United States of America,Bachelor’s degree,Student,2,1
30-34,Male,Russia,Bachelor’s degree,Software Engineer,1,0
22-24,Male,India,Master’s degree,Business Analyst,4,0
30-34,Male,South Africa,Doctoral degree,Data Scientist,3,0
35-39,Male,China,Doctoral degree,Data Analyst,2,0
30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Not employed,2,1
35-39,Male,Brazil,Master’s degree,Product/Project Manager,2,0
50-54,Male,United States of America,Master’s degree,Data Scientist,6,1
22-24,Female,Other,Bachelor’s degree,Data Analyst,1,0
25-29,Prefer not to say,South Africa,Master’s degree,Student,3,1
35-39,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,3,1
22-24,Male,India,Bachelor’s degree,Software Engineer,1,0
40-44,Male,United States of America,Master’s degree,Software Engineer,6,1
40-44,Male,Japan,Master’s degree,Data Scientist,3,1
40-44,Male,Indonesia,Doctoral degree,Research Scientist,4,1
25-29,Male,Sweden,Master’s degree,Software Engineer,3,0
22-24,Male,Poland,Bachelor’s degree,Data Analyst,3,1
18-21,Male,India,Bachelor’s degree,Data Analyst,3,1
30-34,Male,India,Master’s degree,Software Engineer,2,0
35-39,Male,Russia,Master’s degree,Business Analyst,1,0
25-29,Female,Other,Bachelor’s degree,Data Analyst,1,1
60-69,Male,Mexico,Professional degree,Software Engineer,0,0
40-44,Male,Argentina,Master’s degree,Data Scientist,5,1
45-49,Male,Belarus,Master’s degree,Software Engineer,3,0
30-34,Male,Brazil,Master’s degree,Software Engineer,5,0
30-34,Male,Spain,Doctoral degree,Research Scientist,3,0
22-24,Male,United States of America,Master’s degree,Data Scientist,2,1
50-54,Male,Kenya,Master’s degree,Other,2,0
22-24,Female,Ireland,Master’s degree,Student,3,1
22-24,Male,Russia,Master’s degree,Research Scientist,3,0
25-29,Female,United States of America,Bachelor’s degree,Data Scientist,1,0
30-34,Male,Nigeria,Master’s degree,Not employed,1,1
40-44,Male,"Iran, Islamic Republic of...",Master’s degree,Software Engineer,6,0
18-21,Male,India,Bachelor’s degree,Student,1,1
30-34,Male,France,Doctoral degree,Data Scientist,3,0
25-29,Female,United States of America,Master’s degree,Data Analyst,3,1
30-34,Male,Other,Master’s degree,Data Analyst,2,0
50-54,Male,United States of America,Bachelor’s degree,Software Engineer,5,0
30-34,Male,Chile,Master’s degree,Product/Project Manager,2,1
50-54,Male,Other,Professional degree,Research Scientist,6,1
40-44,Male,South Africa,Master’s degree,Statistician,5,1
25-29,Male,Peru,Some college/university study without earning a bachelor’s degree,Data Scientist,3,1
22-24,Male,Pakistan,Bachelor’s degree,Software Engineer,2,0
25-29,Female,Ukraine,Master’s degree,Data Analyst,1,0
40-44,Male,Other,Master’s degree,Other,0,0
30-34,Male,United States of America,Master’s degree,Data Analyst,2,0
25-29,Female,Netherlands,Doctoral degree,Research Scientist,4,1
18-21,Male,India,Bachelor’s degree,Student,1,1
55-59,Male,United States of America,Master’s degree,Other,2,1
40-44,Male,South Africa,Some college/university study without earning a bachelor’s degree,Software Engineer,0,0
35-39,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Engineer,3,0
30-34,Male,Brazil,Master’s degree,Business Analyst,2,1
55-59,Male,United States of America,Doctoral degree,Product/Project Manager,4,0
30-34,Female,New Zealand,Master’s degree,Data Scientist,3,1
30-34,Male,China,I prefer not to answer,Other,4,0
40-44,Male,Other,Master’s degree,Software Engineer,1,0
22-24,Male,Japan,Master’s degree,Student,3,1
18-21,Male,France,Bachelor’s degree,Data Scientist,1,0
25-29,Male,Germany,Bachelor’s degree,Data Scientist,2,1
35-39,Male,Denmark,Master’s degree,Business Analyst,2,0
30-34,Male,United States of America,Doctoral degree,Student,1,1
25-29,Male,United States of America,Master’s degree,Software Engineer,1,0
22-24,Male,India,Master’s degree,Data Analyst,2,1
18-21,Female,India,Bachelor’s degree,Student,1,1
30-34,Female,United States of America,Master’s degree,Data Scientist,3,1
35-39,Male,India,Master’s degree,Business Analyst,3,1
18-21,Male,Nigeria,Bachelor’s degree,Student,1,1
25-29,Male,Nigeria,Bachelor’s degree,Data Analyst,0,0
55-59,Male,Canada,Master’s degree,Product/Project Manager,4,1
25-29,Female,United States of America,Master’s degree,Student,2,1
18-21,Male,Other,Some college/university study without earning a bachelor’s degree,Student,3,1
35-39,Male,Sweden,Bachelor’s degree,Data Analyst,1,0
35-39,Female,United States of America,Master’s degree,Not employed,5,1
30-34,Male,Other,Doctoral degree,Data Scientist,5,1
25-29,Male,United States of America,Master’s degree,Data Scientist,3,1
30-34,Male,Denmark,Master’s degree,Data Scientist,3,1
30-34,Male,Mexico,Master’s degree,Data Analyst,3,1
25-29,Female,France,Doctoral degree,Data Scientist,3,0
60-69,Male,United States of America,Master’s degree,Other,4,1
18-21,Male,Kenya,Some college/university study without earning a bachelor’s degree,Student,1,1
30-34,Female,Germany,Bachelor’s degree,Data Analyst,2,0
30-34,Male,Colombia,Bachelor’s degree,DBA/Database Engineer,3,0
25-29,Male,India,Bachelor’s degree,Data Scientist,2,1
25-29,Male,India,Master’s degree,Business Analyst,1,1
45-49,Male,Pakistan,Doctoral degree,Research Scientist,1,0
25-29,Male,Switzerland,Doctoral degree,Research Scientist,3,1
55-59,Male,Japan,Master’s degree,Software Engineer,2,0
30-34,Male,United States of America,Doctoral degree,Research Scientist,5,1
30-34,Male,Norway,Doctoral degree,Student,2,1
35-39,Male,Germany,Master’s degree,Other,3,0
35-39,Male,Other,Bachelor’s degree,Data Scientist,5,1
35-39,Male,Other,Master’s degree,Business Analyst,3,0
40-44,Male,Sweden,Doctoral degree,Research Scientist,5,1
25-29,Male,United States of America,Bachelor’s degree,Data Scientist,4,1
35-39,Male,United States of America,Doctoral degree,Data Engineer,4,1
25-29,Male,India,Master’s degree,Software Engineer,2,0
30-34,Female,United States of America,Bachelor’s degree,Other,2,1
45-49,Male,Singapore,Master’s degree,Data Scientist,3,1
25-29,Male,United States of America,Master’s degree,Data Scientist,3,1
60-69,Male,Belgium,Master’s degree,Research Scientist,5,0
50-54,Male,United States of America,Doctoral degree,Research Scientist,3,1
25-29,Male,India,Master’s degree,Data Scientist,3,0
35-39,Male,Spain,Master’s degree,Product/Project Manager,1,0
45-49,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,0,0
22-24,Male,Canada,Bachelor’s degree,Student,2,1
22-24,Male,India,Master’s degree,Software Engineer,1,0
25-29,Female,United States of America,Master’s degree,Data Analyst,4,1
25-29,Male,Germany,Professional degree,Data Analyst,1,0
25-29,Male,United States of America,Doctoral degree,Student,3,1
25-29,Male,India,Doctoral degree,Student,3,1
30-34,Male,Peru,Master’s degree,Data Engineer,1,0
35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,5,1
35-39,Male,India,Master’s degree,Research Scientist,4,0
25-29,Prefer not to say,Canada,Some college/university study without earning a bachelor’s degree,Software Engineer,2,1
30-34,Prefer to self-describe,Russia,Master’s degree,Software Engineer,1,0
25-29,Male,Pakistan,Master’s degree,Not employed,0,1
30-34,Male,United States of America,Master’s degree,Data Scientist,3,0
50-54,Male,Israel,Professional degree,Data Scientist,6,1
60-69,Male,United States of America,Doctoral degree,Other,3,1
22-24,Male,China,Master’s degree,Student,3,1
30-34,Male,Nigeria,Master’s degree,Student,2,1
25-29,Male,United States of America,Master’s degree,Business Analyst,4,0
25-29,Male,Germany,Master’s degree,Student,1,1
35-39,Male,Algeria,Doctoral degree,Research Scientist,1,1
30-34,Male,United States of America,Master’s degree,Research Scientist,4,1
55-59,Male,Mexico,Master’s degree,Product/Project Manager,2,0
30-34,Male,United States of America,Master’s degree,Data Scientist,2,1
30-34,Female,United States of America,Master’s degree,Data Scientist,4,1
25-29,Male,Germany,Master’s degree,Software Engineer,2,0
30-34,Male,Morocco,Master’s degree,Statistician,4,0
45-49,Male,Canada,Doctoral degree,Data Scientist,4,1
35-39,Male,United States of America,Doctoral degree,Research Scientist,5,1
60-69,Female,United States of America,Doctoral degree,Research Scientist,3,1
22-24,Male,Colombia,Master’s degree,Not employed,1,1
25-29,Male,Turkey,Master’s degree,Software Engineer,1,0
30-34,Male,Portugal,Master’s degree,Data Scientist,4,0
25-29,Male,Belgium,Master’s degree,Software Engineer,3,0
22-24,Male,United States of America,Master’s degree,Data Scientist,3,1
25-29,Male,Russia,Professional degree,Data Analyst,3,1
30-34,Male,United States of America,Master’s degree,Data Scientist,3,1
35-39,Male,Ireland,Doctoral degree,Research Scientist,2,0
35-39,Male,United States of America,Master’s degree,Data Scientist,4,1
25-29,Female,France,Master’s degree,Data Scientist,2,1
30-34,Male,United States of America,Master’s degree,Product/Project Manager,4,1
35-39,Female,Germany,Doctoral degree,Data Scientist,3,1
22-24,Male,Other,Bachelor’s degree,Data Analyst,2,0
25-29,Male,Brazil,Bachelor’s degree,Software Engineer,3,0
35-39,Prefer not to say,Spain,Master’s degree,Software Engineer,2,0
18-21,Male,Belgium,Bachelor’s degree,Student,1,1
25-29,Male,United States of America,Doctoral degree,Software Engineer,4,1
25-29,Male,United States of America,Bachelor’s degree,Data Scientist,2,1
30-34,Male,India,Bachelor’s degree,Other,3,0
18-21,Male,Morocco,Master’s degree,Student,1,1
50-54,Female,United States of America,Bachelor’s degree,Other,3,1
22-24,Male,United States of America,Bachelor’s degree,Data Engineer,2,1
50-54,Male,Brazil,Bachelor’s degree,Data Analyst,6,0
50-54,Male,United States of America,Some college/university study without earning a bachelor’s degree,Other,3,0
50-54,Male,France,Doctoral degree,Data Scientist,5,1
40-44,Male,United States of America,Master’s degree,Data Analyst,3,0
22-24,Male,Nigeria,Bachelor’s degree,Data Scientist,3,0
30-34,Male,India,Master’s degree,Data Scientist,3,0
35-39,Male,Spain,Doctoral degree,Software Engineer,1,0
30-34,Male,Russia,Doctoral degree,Software Engineer,2,0
25-29,Male,Belarus,Bachelor’s degree,Not employed,1,1
25-29,Male,Brazil,Doctoral degree,Student,1,1
22-24,Female,Belgium,Master’s degree,Product/Project Manager,2,0
30-34,Prefer not to say,Mexico,Master’s degree,Product/Project Manager,3,0
35-39,Female,France,Doctoral degree,Data Scientist,3,1
45-49,Female,Canada,Master’s degree,Product/Project Manager,0,0
40-44,Prefer not to say,Switzerland,Master’s degree,Software Engineer,5,0
22-24,Male,United States of America,Master’s degree,Student,2,1
18-21,Male,United States of America,Master’s degree,Student,3,1
35-39,Male,Algeria,I prefer not to answer,Other,0,0
25-29,Male,Australia,Bachelor’s degree,Data Analyst,1,1
50-54,Male,Italy,Master’s degree,Product/Project Manager,2,1
30-34,Male,Switzerland,Doctoral degree,Research Scientist,3,1
40-44,Male,Other,Doctoral degree,Research Scientist,5,1
30-34,Male,United States of America,Doctoral degree,Data Scientist,4,1
22-24,Male,Other,Master’s degree,Data Analyst,0,1
45-49,Male,France,Master’s degree,Software Engineer,3,0
70+,Male,United States of America,Doctoral degree,Data Scientist,6,1
22-24,Female,United States of America,Master’s degree,Student,3,1
35-39,Female,Nigeria,Bachelor’s degree,Data Scientist,2,1
50-54,Male,Hungary,Bachelor’s degree,Software Engineer,2,0
22-24,Male,United States of America,Master’s degree,Data Scientist,2,1
45-49,Male,Brazil,Professional degree,DBA/Database Engineer,1,1
35-39,Male,United States of America,Master’s degree,Data Analyst,3,1
60-69,Male,United States of America,Master’s degree,Data Scientist,3,0
18-21,Male,Peru,Bachelor’s degree,Student,2,1
40-44,Male,Morocco,Doctoral degree,Data Scientist,4,0
55-59,Male,France,Master’s degree,Software Engineer,3,0
35-39,Male,United States of America,Doctoral degree,Data Scientist,4,1
30-34,Female,Canada,Master’s degree,Data Analyst,3,0
30-34,Female,Switzerland,Master’s degree,Software Engineer,3,1
45-49,Male,United States of America,Bachelor’s degree,Software Engineer,6,0
18-21,Male,India,Bachelor’s degree,Student,2,1
40-44,Female,United States of America,Doctoral degree,Data Scientist,5,1
70+,Male,United States of America,Master’s degree,Software Engineer,4,1
50-54,Male,United States of America,Doctoral degree,Research Scientist,6,1
50-54,Male,Italy,Master’s degree,Software Engineer,6,1
25-29,Male,Nigeria,Master’s degree,Business Analyst,1,0
25-29,Male,Italy,Professional degree,Product/Project Manager,3,1
25-29,Male,New Zealand,Bachelor’s degree,Data Scientist,3,1
18-21,Female,India,Bachelor’s degree,Student,2,1
45-49,Male,United States of America,Doctoral degree,Data Scientist,5,1
25-29,Female,United States of America,Master’s degree,Data Analyst,2,0
22-24,Male,France,Doctoral degree,Student,2,1
22-24,Male,Russia,Master’s degree,Software Engineer,2,1
35-39,Male,Norway,Master’s degree,Data Analyst,4,0
25-29,Male,United States of America,Master’s degree,Data Scientist,2,1
22-24,Male,Peru,Bachelor’s degree,Other,2,0
50-54,Male,Brazil,Master’s degree,Data Scientist,3,1
45-49,Female,United States of America,Master’s degree,Data Scientist,6,1
25-29,Male,United States of America,Master’s degree,Data Scientist,3,1
30-34,Male,United States of America,Master’s degree,Software Engineer,4,1
45-49,Male,Switzerland,Master’s degree,Statistician,5,1
30-34,Female,Egypt,Doctoral degree,Other,2,0
40-44,Prefer not to say,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,5,1
30-34,Male,India,Master’s degree,Data Engineer,4,0
18-21,Male,Other,Bachelor’s degree,Data Scientist,2,0
30-34,Male,Italy,Some college/university study without earning a bachelor’s degree,Software Engineer,3,0
25-29,Female,France,Master’s degree,Business Analyst,1,0
18-21,Male,India,Bachelor’s degree,Student,2,1
18-21,Male,India,Bachelor’s degree,Student,1,1
40-44,Male,United States of America,Doctoral degree,Research Scientist,5,1
18-21,Male,India,Bachelor’s degree,Student,2,1
40-44,Male,Nigeria,Doctoral degree,Research Scientist,2,0
22-24,Male,Japan,Master’s degree,Statistician,2,1
45-49,Prefer not to say,United States of America,Master’s degree,Research Scientist,6,0
30-34,Male,Other,Doctoral degree,Research Scientist,3,0
55-59,Male,United States of America,Master’s degree,Product/Project Manager,5,0
30-34,Male,Canada,Bachelor’s degree,Product/Project Manager,4,1
25-29,Prefer to self-describe,United States of America,I prefer not to answer,Not employed,6,1
25-29,Male,Brazil,Bachelor’s degree,Software Engineer,3,0
30-34,Male,Turkey,Doctoral degree,Product/Project Manager,4,1
35-39,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,4,1
40-44,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Student,1,1
40-44,Male,United States of America,Doctoral degree,Research Scientist,2,0
22-24,Male,Russia,Doctoral degree,Software Engineer,1,0
50-54,Male,Canada,Bachelor’s degree,Software Engineer,5,0
30-34,Male,Russia,Master’s degree,Data Analyst,2,1
30-34,Female,United States of America,Master’s degree,Student,2,1
25-29,Female,United States of America,Master’s degree,Data Scientist,3,1
22-24,Male,China,Master’s degree,Student,2,1
25-29,Male,Spain,Master’s degree,Data Analyst,1,1
18-21,Female,India,Bachelor’s degree,Student,2,1
25-29,Male,France,Master’s degree,Data Scientist,3,1
30-34,Male,Germany,Master’s degree,Software Engineer,1,0
35-39,Male,Russia,Some college/university study without earning a bachelor’s degree,Other,2,0
30-34,Female,Brazil,I prefer not to answer,Not employed,1,1
40-44,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5,1
25-29,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,3,1
35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,4,1
25-29,Male,United States of America,Doctoral degree,Research Scientist,5,1
35-39,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,3,0
55-59,Male,United States of America,Some college/university study without earning a bachelor’s degree,Student,2,1
25-29,Male,Canada,Master’s degree,Research Scientist,2,1
55-59,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Software Engineer,2,1
30-34,Female,Australia,Doctoral degree,Research Scientist,3,1
35-39,Male,Australia,Master’s degree,Product/Project Manager,3,1
18-21,Male,Other,Master’s degree,Student,1,1
25-29,Male,Netherlands,Doctoral degree,Student,3,1
30-34,Male,Spain,Master’s degree,Data Scientist,3,1
50-54,Male,United States of America,Doctoral degree,Data Scientist,5,1
30-34,Female,Brazil,Master’s degree,Data Scientist,3,1
25-29,Male,India,Master’s degree,Not employed,2,1
25-29,Male,France,Master’s degree,Data Scientist,2,1
45-49,Male,Spain,Master’s degree,Research Scientist,4,1
40-44,Male,New Zealand,Master’s degree,Product/Project Manager,3,1
30-34,Male,Israel,Bachelor’s degree,Data Analyst,1,0
55-59,Male,Mexico,Master’s degree,Research Scientist,3,0
45-49,Female,United States of America,Some college/university study without earning a bachelor’s degree,Other,2,0
50-54,Male,United States of America,Doctoral degree,Research Scientist,6,1
45-49,Male,United States of America,Bachelor’s degree,Other,3,1
22-24,Male,Colombia,Some college/university study without earning a bachelor’s degree,Student,1,1
25-29,Male,India,Master’s degree,Data Scientist,1,1
30-34,Male,Other,Bachelor’s degree,Software Engineer,1,0
25-29,Male,United States of America,Master’s degree,Student,2,1
22-24,Male,India,Bachelor’s degree,Software Engineer,2,1
18-21,Male,Nigeria,Bachelor’s degree,Student,1,1
30-34,Male,Ukraine,Doctoral degree,Research Scientist,4,1
30-34,Female,Brazil,Master’s degree,Other,2,0
25-29,Male,Nigeria,Bachelor’s degree,Student,2,1
25-29,Male,Ukraine,Master’s degree,Other,1,0
35-39,Male,Japan,Master’s degree,Software Engineer,1,0
25-29,Male,India,Master’s degree,Software Engineer,3,0
35-39,Male,Russia,Master’s degree,Other,4,1
30-34,Male,New Zealand,Master’s degree,Software Engineer,3,1
25-29,Male,Japan,Master’s degree,Research Scientist,1,1
22-24,Male,India,Bachelor’s degree,Data Scientist,1,0
35-39,Female,United States of America,Doctoral degree,Data Scientist,2,1
22-24,Male,India,Master’s degree,Business Analyst,2,0
40-44,Male,Romania,No formal education past high school,Other,1,0
30-34,Male,Spain,Master’s degree,Product/Project Manager,1,1
22-24,Male,Egypt,Some college/university study without earning a bachelor’s degree,Student,2,1
50-54,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,5,0
35-39,Male,Brazil,Master’s degree,Not employed,2,1
35-39,Male,Japan,Master’s degree,Product/Project Manager,1,0
25-29,Female,Nigeria,Some college/university study without earning a bachelor’s degree,Student,1,1
40-44,Male,United States of America,Master’s degree,Data Scientist,4,1
45-49,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,4,1
25-29,Male,Japan,Doctoral degree,Research Scientist,3,1
18-21,Male,Ukraine,Master’s degree,Student,2,1
30-34,Female,Brazil,Master’s degree,Software Engineer,3,0
40-44,Male,Brazil,Master’s degree,Data Analyst,1,0
60-69,Male,Poland,Master’s degree,Other,2,0
25-29,Female,United States of America,Master’s degree,Software Engineer,1,1
22-24,Male,India,Master’s degree,Student,3,1
40-44,Male,France,I prefer not to answer,Research Scientist,3,1
30-34,Male,Other,Doctoral degree,Research Scientist,3,0
35-39,Female,Peru,Doctoral degree,DBA/Database Engineer,2,0
45-49,Male,Australia,Doctoral degree,Research Scientist,3,0
18-21,Male,Nigeria,Bachelor’s degree,Data Analyst,2,1
22-24,Female,Morocco,Master’s degree,Student,1,1
30-34,Male,Germany,Master’s degree,Data Scientist,3,1
30-34,Male,Egypt,Doctoral degree,Other,2,0
30-34,Male,India,Professional degree,Software Engineer,2,0
18-21,Female,Nigeria,Bachelor’s degree,Data Scientist,1,0
45-49,Male,Switzerland,Bachelor’s degree,Software Engineer,1,0
25-29,Male,Nigeria,Master’s degree,Statistician,1,0
22-24,Male,India,Master’s degree,Not employed,1,1
25-29,Male,Poland,Master’s degree,Student,1,1
45-49,Female,United States of America,Master’s degree,Not employed,1,1
25-29,Male,Bangladesh,Master’s degree,Data Analyst,3,0
25-29,Male,Brazil,Master’s degree,Data Scientist,4,1
25-29,Male,India,Bachelor’s degree,Data Analyst,0,0
35-39,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,4,1
25-29,Female,United States of America,Master’s degree,Student,2,1
55-59,Female,United States of America,Master’s degree,Data Analyst,2,1
30-34,Male,Egypt,Bachelor’s degree,Other,1,0
25-29,Female,United States of America,Bachelor’s degree,Data Scientist,3,1
40-44,Male,United States of America,Doctoral degree,Data Scientist,5,1
22-24,Male,United States of America,Master’s degree,Research Scientist,2,1
25-29,Male,France,Master’s degree,Data Scientist,4,1
50-54,Male,Israel,Master’s degree,Software Engineer,1,0
18-21,Male,Nigeria,Master’s degree,Student,2,1
35-39,Male,United States of America,Master’s degree,Not employed,4,1
25-29,Male,Germany,Master’s degree,Data Scientist,4,1
40-44,Female,Other,Bachelor’s degree,Data Analyst,5,1
40-44,Male,Japan,Master’s degree,Software Engineer,2,1
35-39,Male,Chile,Master’s degree,Statistician,2,1
40-44,Male,Norway,Master’s degree,Data Scientist,5,1
25-29,Male,Russia,Doctoral degree,Research Scientist,3,0
35-39,Female,France,Master’s degree,Software Engineer,1,1
25-29,Male,United States of America,Master’s degree,Data Scientist,4,1
25-29,Female,Sweden,Master’s degree,Data Scientist,2,0
40-44,Male,Australia,Master’s degree,Other,1,0
40-44,Male,United States of America,Master’s degree,Student,3,1
22-24,Female,Japan,Master’s degree,Student,3,1
30-34,Male,Brazil,Doctoral degree,Not employed,1,1
50-54,Male,Brazil,Master’s degree,Data Scientist,2,1
30-34,Male,Nigeria,Master’s degree,Not employed,0,1
40-44,Male,United States of America,Master’s degree,Other,3,0
40-44,Male,United States of America,Doctoral degree,Research Scientist,5,0
45-49,Male,United States of America,Bachelor’s degree,Data Scientist,3,1
45-49,Male,United States of America,Professional degree,Other,1,0
70+,Male,Germany,Doctoral degree,Business Analyst,6,1
22-24,Male,India,Bachelor’s degree,Software Engineer,2,1
60-69,Male,United States of America,Master’s degree,Data Engineer,4,1
60-69,Male,United States of America,Doctoral degree,Research Scientist,2,0
25-29,Male,Czech Republic,Master’s degree,Student,1,1
40-44,Male,Australia,Master’s degree,Data Analyst,5,1
25-29,Male,Brazil,Master’s degree,Statistician,4,1
22-24,Male,Morocco,Master’s degree,Student,1,1
25-29,Male,United States of America,Master’s degree,Data Scientist,2,1
25-29,Male,Nigeria,Bachelor’s degree,Data Analyst,1,0
22-24,Male,Canada,Bachelor’s degree,Data Scientist,2,1
35-39,Male,United States of America,Master’s degree,Data Analyst,3,0
30-34,Male,Nigeria,Bachelor’s degree,Data Engineer,3,1
30-34,Male,Netherlands,Master’s degree,Data Scientist,5,1
40-44,Female,United States of America,Master’s degree,Other,3,1
35-39,Male,Canada,Master’s degree,Software Engineer,2,0
35-39,Male,Argentina,Doctoral degree,Data Scientist,4,1
40-44,Male,United States of America,Master’s degree,Other,2,0
22-24,Male,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,2,0
22-24,Male,Nigeria,Bachelor’s degree,Data Analyst,1,0
25-29,Male,United States of America,I prefer not to answer,Data Analyst,1,0
45-49,Male,United States of America,Master’s degree,Data Scientist,3,0
35-39,Male,Morocco,Bachelor’s degree,Data Engineer,2,0
70+,Male,United States of America,Master’s degree,Product/Project Manager,2,1
50-54,Female,Portugal,Doctoral degree,Other,6,0
30-34,Male,Spain,Master’s degree,Data Analyst,2,0
60-69,Male,Spain,Master’s degree,Data Scientist,4,0
25-29,Male,Nigeria,Master’s degree,Research Scientist,1,0
60-69,Male,Australia,Master’s degree,Data Scientist,6,1
22-24,Male,Other,Bachelor’s degree,Not employed,0,1
25-29,Male,New Zealand,Doctoral degree,Student,3,1
35-39,Female,United States of America,Master’s degree,Not employed,2,1
35-39,Female,Thailand,Master’s degree,Data Engineer,5,0
50-54,Male,United States of America,Master’s degree,Software Engineer,5,0
25-29,Male,United States of America,Master’s degree,Student,4,1
30-34,Male,India,Master’s degree,Other,1,1
50-54,Male,United States of America,Doctoral degree,Not employed,6,1
25-29,Male,Ukraine,Master’s degree,Software Engineer,4,0
55-59,Male,Spain,Master’s degree,Not employed,1,1
30-34,Male,Brazil,Bachelor’s degree,Software Engineer,3,0
60-69,Male,United States of America,Master’s degree,Data Scientist,6,1
35-39,Male,United States of America,Master’s degree,Data Analyst,3,1
35-39,Male,Japan,Master’s degree,Other,3,0
30-34,Female,United States of America,Master’s degree,Data Scientist,5,1
30-34,Male,Italy,Master’s degree,Data Scientist,4,1
25-29,Male,Japan,Master’s degree,Data Analyst,1,1
45-49,Male,United States of America,Master’s degree,Data Scientist,2,1
